Date,Focal Name,Unified Behavior,Percentage,Sex,Social Group
2022-04,Africa,Abnormal,5.33,Female,Mutamba
2022-04,Africa,Affiliative,4.82,Female,Mutamba
2022-04,Africa,Agonistic,0.25,Female,Mutamba
2022-04,Africa,Alimentation,17.51,Female,Mutamba
2022-04,Africa,Grooming,8.63,Female,Mutamba
2022-04,Africa,Human Interaction,1.78,Female,Mutamba
2022-04,Africa,Inactivity,53.43,Female,Mutamba
2022-04,Africa,Locomotion,2.54,Female,Mutamba
2022-04,Africa,Manipulation,1.78,Female,Mutamba
2022-04,Africa,Self directed,2.92,Female,Mutamba
2022-04,Africa,Social Play,0.38,Female,Mutamba
2022-04,Africa,Socio Sexual,0.63,Female,Mutamba
2022-04,Bea,Affiliative,2.17,Female,Bilinga
2022-04,Bea,Alimentation,12.32,Female,Bilinga
2022-04,Bea,Grooming,10.51,Female,Bilinga
2022-04,Bea,Human Interaction,1.09,Female,Bilinga
2022-04,Bea,Inactivity,65.58,Female,Bilinga
2022-04,Bea,Locomotion,6.52,Female,Bilinga
2022-04,Bea,Self directed,1.45,Female,Bilinga
2022-04,Bea,Socio Sexual,0.36,Female,Bilinga
2022-04,Bongo,Affiliative,5.6,Male,Mutamba
2022-04,Bongo,Agonistic,1.95,Male,Mutamba
2022-04,Bongo,Alimentation,20.44,Male,Mutamba
2022-04,Bongo,Grooming,4.17,Male,Mutamba
2022-04,Bongo,Human Interaction,1.04,Male,Mutamba
2022-04,Bongo,Inactivity,52.47,Male,Mutamba
2022-04,Bongo,Locomotion,11.46,Male,Mutamba
2022-04,Bongo,Manipulation,0.26,Male,Mutamba
2022-04,Bongo,Self directed,1.95,Male,Mutamba
2022-04,Bongo,Social Play,0.39,Male,Mutamba
2022-04,Bongo,Socio Sexual,0.26,Male,Mutamba
2022-04,Cheeta,Abnormal,1.69,Female,Bilinga
2022-04,Cheeta,Affiliative,0.72,Female,Bilinga
2022-04,Cheeta,Agonistic,0.24,Female,Bilinga
2022-04,Cheeta,Alimentation,21.98,Female,Bilinga
2022-04,Cheeta,Grooming,3.14,Female,Bilinga
2022-04,Cheeta,Human Interaction,2.17,Female,Bilinga
2022-04,Cheeta,Inactivity,62.08,Female,Bilinga
2022-04,Cheeta,Locomotion,4.59,Female,Bilinga
2022-04,Cheeta,Manipulation,0.97,Female,Bilinga
2022-04,Cheeta,Self directed,1.45,Female,Bilinga
2022-04,Cheeta,Social Play,0.97,Female,Bilinga
2022-04,Coco,Abnormal,4.91,Female,Bilinga
2022-04,Coco,Affiliative,2.64,Female,Bilinga
2022-04,Coco,Alimentation,25.28,Female,Bilinga
2022-04,Coco,Grooming,11.7,Female,Bilinga
2022-04,Coco,Human Interaction,3.02,Female,Bilinga
2022-04,Coco,Inactivity,38.87,Female,Bilinga
2022-04,Coco,Locomotion,9.06,Female,Bilinga
2022-04,Coco,Manipulation,3.02,Female,Bilinga
2022-04,Coco,Self directed,0.38,Female,Bilinga
2022-04,Coco,Social Play,0.75,Female,Bilinga
2022-04,Coco,Socio Sexual,0.38,Female,Bilinga
2022-04,Juanito,Abnormal,1.74,Male,Mutamba
2022-04,Juanito,Affiliative,10.74,Male,Mutamba
2022-04,Juanito,Agonistic,0.44,Male,Mutamba
2022-04,Juanito,Alimentation,20.17,Male,Mutamba
2022-04,Juanito,Grooming,16.11,Male,Mutamba
2022-04,Juanito,Human Interaction,0.73,Male,Mutamba
2022-04,Juanito,Inactivity,40.64,Male,Mutamba
2022-04,Juanito,Locomotion,5.52,Male,Mutamba
2022-04,Juanito,Manipulation,1.31,Male,Mutamba
2022-04,Juanito,Self directed,2.03,Male,Mutamba
2022-04,Juanito,Socio Sexual,0.58,Male,Mutamba
2022-04,Marco,Abnormal,0.13,Male,Mutamba
2022-04,Marco,Affiliative,5.47,Male,Mutamba
2022-04,Marco,Agonistic,0.53,Male,Mutamba
2022-04,Marco,Alimentation,37.47,Male,Mutamba
2022-04,Marco,Grooming,8.8,Male,Mutamba
2022-04,Marco,Human Interaction,0.8,Male,Mutamba
2022-04,Marco,Inactivity,36.4,Male,Mutamba
2022-04,Marco,Locomotion,8.93,Male,Mutamba
2022-04,Marco,Manipulation,0.13,Male,Mutamba
2022-04,Marco,Self directed,0.67,Male,Mutamba
2022-04,Marco,Social Play,0.13,Male,Mutamba
2022-04,Marco,Socio Sexual,0.53,Male,Mutamba
2022-04,Nico,Affiliative,0.53,Male,Bilinga
2022-04,Nico,Agonistic,0.8,Male,Bilinga
2022-04,Nico,Alimentation,17.29,Male,Bilinga
2022-04,Nico,Grooming,2.39,Male,Bilinga
2022-04,Nico,Human Interaction,8.51,Male,Bilinga
2022-04,Nico,Inactivity,53.72,Male,Bilinga
2022-04,Nico,Locomotion,12.5,Male,Bilinga
2022-04,Nico,Manipulation,2.39,Male,Bilinga
2022-04,Nico,Self directed,1.06,Male,Bilinga
2022-04,Nico,Social Play,0.8,Male,Bilinga
2022-04,Tico,Abnormal,0.2,Male,Bilinga
2022-04,Tico,Affiliative,0.4,Male,Bilinga
2022-04,Tico,Alimentation,12.48,Male,Bilinga
2022-04,Tico,Grooming,0.99,Male,Bilinga
2022-04,Tico,Human Interaction,1.58,Male,Bilinga
2022-04,Tico,Inactivity,74.26,Male,Bilinga
2022-04,Tico,Locomotion,3.17,Male,Bilinga
2022-04,Tico,Manipulation,0.79,Male,Bilinga
2022-04,Tico,Self directed,6.14,Male,Bilinga
2022-04,Tom,Abnormal,0.8,Male,Bilinga
2022-04,Tom,Affiliative,0.4,Male,Bilinga
2022-04,Tom,Agonistic,1.6,Male,Bilinga
2022-04,Tom,Alimentation,12.0,Male,Bilinga
2022-04,Tom,Grooming,4.4,Male,Bilinga
2022-04,Tom,Human Interaction,6.0,Male,Bilinga
2022-04,Tom,Inactivity,54.4,Male,Bilinga
2022-04,Tom,Locomotion,13.6,Male,Bilinga
2022-04,Tom,Manipulation,0.8,Male,Bilinga
2022-04,Tom,Self directed,6.0,Male,Bilinga
2022-04,Victor,Abnormal,6.37,Male,Bilinga
2022-04,Victor,Affiliative,0.21,Male,Bilinga
2022-04,Victor,Alimentation,31.0,Male,Bilinga
2022-04,Victor,Grooming,1.49,Male,Bilinga
2022-04,Victor,Human Interaction,0.21,Male,Bilinga
2022-04,Victor,Inactivity,50.53,Male,Bilinga
2022-04,Victor,Locomotion,4.25,Male,Bilinga
2022-04,Victor,Manipulation,2.34,Male,Bilinga
2022-04,Victor,Self directed,3.18,Male,Bilinga
2022-04,Victor,Social Play,0.21,Male,Bilinga
2022-04,Victor,Solitary Play,0.21,Male,Bilinga
2022-04,Waty,Abnormal,2.6,Female,Mutamba
2022-04,Waty,Affiliative,7.68,Female,Mutamba
2022-04,Waty,Alimentation,14.06,Female,Mutamba
2022-04,Waty,Grooming,15.49,Female,Mutamba
2022-04,Waty,Human Interaction,0.65,Female,Mutamba
2022-04,Waty,Inactivity,51.82,Female,Mutamba
2022-04,Waty,Locomotion,4.56,Female,Mutamba
2022-04,Waty,Manipulation,0.78,Female,Mutamba
2022-04,Waty,Self directed,2.08,Female,Mutamba
2022-04,Waty,Social Play,0.13,Female,Mutamba
2022-04,Waty,Socio Sexual,0.13,Female,Mutamba
2022-05,Africa,Abnormal,5.61,Female,Mutamba
2022-05,Africa,Affiliative,2.95,Female,Mutamba
2022-05,Africa,Agonistic,0.05,Female,Mutamba
2022-05,Africa,Alimentation,14.86,Female,Mutamba
2022-05,Africa,Grooming,7.74,Female,Mutamba
2022-05,Africa,Human Interaction,0.05,Female,Mutamba
2022-05,Africa,Inactivity,59.1,Female,Mutamba
2022-05,Africa,Locomotion,3.53,Female,Mutamba
2022-05,Africa,Manipulation,1.02,Female,Mutamba
2022-05,Africa,Self directed,3.73,Female,Mutamba
2022-05,Africa,Social Play,0.48,Female,Mutamba
2022-05,Africa,Socio Sexual,0.87,Female,Mutamba
2022-05,Bea,Abnormal,0.33,Female,Bilinga
2022-05,Bea,Affiliative,2.48,Female,Bilinga
2022-05,Bea,Agonistic,0.17,Female,Bilinga
2022-05,Bea,Alimentation,6.77,Female,Bilinga
2022-05,Bea,Grooming,17.99,Female,Bilinga
2022-05,Bea,Human Interaction,0.5,Female,Bilinga
2022-05,Bea,Inactivity,59.57,Female,Bilinga
2022-05,Bea,Locomotion,6.77,Female,Bilinga
2022-05,Bea,Manipulation,0.5,Female,Bilinga
2022-05,Bea,Self directed,3.8,Female,Bilinga
2022-05,Bea,Socio Sexual,1.16,Female,Bilinga
2022-05,Bongo,Abnormal,0.2,Male,Mutamba
2022-05,Bongo,Affiliative,1.51,Male,Mutamba
2022-05,Bongo,Agonistic,0.71,Male,Mutamba
2022-05,Bongo,Alimentation,19.11,Male,Mutamba
2022-05,Bongo,Grooming,4.94,Male,Mutamba
2022-05,Bongo,Human Interaction,2.07,Male,Mutamba
2022-05,Bongo,Inactivity,56.93,Male,Mutamba
2022-05,Bongo,Locomotion,12.15,Male,Mutamba
2022-05,Bongo,Manipulation,0.1,Male,Mutamba
2022-05,Bongo,Self directed,1.41,Male,Mutamba
2022-05,Bongo,Social Play,0.45,Male,Mutamba
2022-05,Bongo,Socio Sexual,0.2,Male,Mutamba
2022-05,Bongo,Solitary Play,0.2,Male,Mutamba
2022-05,Cheeta,Abnormal,1.0,Female,Bilinga
2022-05,Cheeta,Affiliative,0.88,Female,Bilinga
2022-05,Cheeta,Agonistic,0.06,Female,Bilinga
2022-05,Cheeta,Alimentation,10.54,Female,Bilinga
2022-05,Cheeta,Grooming,3.16,Female,Bilinga
2022-05,Cheeta,Human Interaction,0.7,Female,Bilinga
2022-05,Cheeta,Inactivity,75.59,Female,Bilinga
2022-05,Cheeta,Locomotion,4.1,Female,Bilinga
2022-05,Cheeta,Manipulation,0.18,Female,Bilinga
2022-05,Cheeta,Self directed,3.16,Female,Bilinga
2022-05,Cheeta,Social Play,0.35,Female,Bilinga
2022-05,Cheeta,Socio Sexual,0.18,Female,Bilinga
2022-05,Cheeta,Solitary Play,0.12,Female,Bilinga
2022-05,Coco,Abnormal,5.76,Female,Bilinga
2022-05,Coco,Affiliative,1.6,Female,Bilinga
2022-05,Coco,Alimentation,16.91,Female,Bilinga
2022-05,Coco,Grooming,10.06,Female,Bilinga
2022-05,Coco,Human Interaction,1.09,Female,Bilinga
2022-05,Coco,Inactivity,53.43,Female,Bilinga
2022-05,Coco,Locomotion,7.29,Female,Bilinga
2022-05,Coco,Manipulation,1.68,Female,Bilinga
2022-05,Coco,Self directed,1.09,Female,Bilinga
2022-05,Coco,Social Play,0.36,Female,Bilinga
2022-05,Coco,Socio Sexual,0.66,Female,Bilinga
2022-05,Coco,Solitary Play,0.07,Female,Bilinga
2022-05,Juanito,Abnormal,1.7,Male,Mutamba
2022-05,Juanito,Affiliative,4.37,Male,Mutamba
2022-05,Juanito,Agonistic,0.2,Male,Mutamba
2022-05,Juanito,Alimentation,22.31,Male,Mutamba
2022-05,Juanito,Grooming,15.53,Male,Mutamba
2022-05,Juanito,Human Interaction,0.39,Male,Mutamba
2022-05,Juanito,Inactivity,46.12,Male,Mutamba
2022-05,Juanito,Locomotion,6.2,Male,Mutamba
2022-05,Juanito,Manipulation,0.39,Male,Mutamba
2022-05,Juanito,Self directed,1.96,Male,Mutamba
2022-05,Juanito,Socio Sexual,0.85,Male,Mutamba
2022-05,Marco,Affiliative,2.14,Male,Mutamba
2022-05,Marco,Agonistic,0.15,Male,Mutamba
2022-05,Marco,Alimentation,29.43,Male,Mutamba
2022-05,Marco,Grooming,8.35,Male,Mutamba
2022-05,Marco,Human Interaction,0.71,Male,Mutamba
2022-05,Marco,Inactivity,47.81,Male,Mutamba
2022-05,Marco,Locomotion,9.27,Male,Mutamba
2022-05,Marco,Manipulation,0.1,Male,Mutamba
2022-05,Marco,Self directed,1.07,Male,Mutamba
2022-05,Marco,Social Play,0.25,Male,Mutamba
2022-05,Marco,Socio Sexual,0.71,Male,Mutamba
2022-05,Nico,Abnormal,0.71,Male,Bilinga
2022-05,Nico,Affiliative,0.14,Male,Bilinga
2022-05,Nico,Agonistic,0.85,Male,Bilinga
2022-05,Nico,Alimentation,17.47,Male,Bilinga
2022-05,Nico,Grooming,1.7,Male,Bilinga
2022-05,Nico,Human Interaction,2.7,Male,Bilinga
2022-05,Nico,Inactivity,61.93,Male,Bilinga
2022-05,Nico,Locomotion,10.8,Male,Bilinga
2022-05,Nico,Manipulation,0.57,Male,Bilinga
2022-05,Nico,Self directed,2.84,Male,Bilinga
2022-05,Nico,Social Play,0.28,Male,Bilinga
2022-05,Suzie,Abnormal,5.29,Female,Sugus
2022-05,Suzie,Affiliative,1.11,Female,Sugus
2022-05,Suzie,Alimentation,1.66,Female,Sugus
2022-05,Suzie,Grooming,5.69,Female,Sugus
2022-05,Suzie,Human Interaction,0.24,Female,Sugus
2022-05,Suzie,Inactivity,73.14,Female,Sugus
2022-05,Suzie,Locomotion,6.71,Female,Sugus
2022-05,Suzie,Manipulation,0.16,Female,Sugus
2022-05,Suzie,Self directed,5.77,Female,Sugus
2022-05,Suzie,Socio Sexual,0.24,Female,Sugus
2022-05,Tico,Abnormal,4.66,Male,Bilinga
2022-05,Tico,Affiliative,0.19,Male,Bilinga
2022-05,Tico,Alimentation,9.98,Male,Bilinga
2022-05,Tico,Grooming,0.19,Male,Bilinga
2022-05,Tico,Human Interaction,1.03,Male,Bilinga
2022-05,Tico,Inactivity,70.71,Male,Bilinga
2022-05,Tico,Locomotion,3.45,Male,Bilinga
2022-05,Tico,Manipulation,0.28,Male,Bilinga
2022-05,Tico,Self directed,9.51,Male,Bilinga
2022-05,Tom,Abnormal,0.87,Male,Bilinga
2022-05,Tom,Affiliative,1.11,Male,Bilinga
2022-05,Tom,Agonistic,0.16,Male,Bilinga
2022-05,Tom,Alimentation,7.7,Male,Bilinga
2022-05,Tom,Grooming,4.77,Male,Bilinga
2022-05,Tom,Human Interaction,2.46,Male,Bilinga
2022-05,Tom,Inactivity,73.71,Male,Bilinga
2022-05,Tom,Locomotion,4.92,Male,Bilinga
2022-05,Tom,Manipulation,0.4,Male,Bilinga
2022-05,Tom,Self directed,3.49,Male,Bilinga
2022-05,Tom,Social Play,0.24,Male,Bilinga
2022-05,Tom,Socio Sexual,0.16,Male,Bilinga
2022-05,Victor,Abnormal,5.12,Male,Bilinga
2022-05,Victor,Affiliative,0.36,Male,Bilinga
2022-05,Victor,Agonistic,0.12,Male,Bilinga
2022-05,Victor,Alimentation,17.74,Male,Bilinga
2022-05,Victor,Grooming,1.07,Male,Bilinga
2022-05,Victor,Human Interaction,0.12,Male,Bilinga
2022-05,Victor,Inactivity,64.76,Male,Bilinga
2022-05,Victor,Locomotion,5.24,Male,Bilinga
2022-05,Victor,Manipulation,1.07,Male,Bilinga
2022-05,Victor,Self directed,4.17,Male,Bilinga
2022-05,Victor,Social Play,0.24,Male,Bilinga
2022-05,Waty,Abnormal,0.42,Female,Mutamba
2022-05,Waty,Affiliative,6.17,Female,Mutamba
2022-05,Waty,Agonistic,0.05,Female,Mutamba
2022-05,Waty,Alimentation,10.47,Female,Mutamba
2022-05,Waty,Grooming,18.26,Female,Mutamba
2022-05,Waty,Human Interaction,0.84,Female,Mutamba
2022-05,Waty,Inactivity,56.25,Female,Mutamba
2022-05,Waty,Locomotion,4.4,Female,Mutamba
2022-05,Waty,Manipulation,0.84,Female,Mutamba
2022-05,Waty,Self directed,1.26,Female,Mutamba
2022-05,Waty,Social Play,0.1,Female,Mutamba
2022-05,Waty,Socio Sexual,0.94,Female,Mutamba
2022-06,Africa,Abnormal,5.23,Female,Mutamba
2022-06,Africa,Affiliative,5.72,Female,Mutamba
2022-06,Africa,Alimentation,12.41,Female,Mutamba
2022-06,Africa,Grooming,10.71,Female,Mutamba
2022-06,Africa,Inactivity,53.65,Female,Mutamba
2022-06,Africa,Locomotion,4.62,Female,Mutamba
2022-06,Africa,Manipulation,0.61,Female,Mutamba
2022-06,Africa,Self directed,5.47,Female,Mutamba
2022-06,Africa,Social Play,0.85,Female,Mutamba
2022-06,Africa,Socio Sexual,0.61,Female,Mutamba
2022-06,Africa,Solitary Play,0.12,Female,Mutamba
2022-06,Bea,Affiliative,9.26,Female,Bilinga
2022-06,Bea,Alimentation,1.85,Female,Bilinga
2022-06,Bea,Grooming,22.22,Female,Bilinga
2022-06,Bea,Inactivity,55.56,Female,Bilinga
2022-06,Bea,Locomotion,5.56,Female,Bilinga
2022-06,Bea,Self directed,5.56,Female,Bilinga
2022-06,Bongo,Abnormal,0.12,Male,Mutamba
2022-06,Bongo,Affiliative,2.03,Male,Mutamba
2022-06,Bongo,Agonistic,0.95,Male,Mutamba
2022-06,Bongo,Alimentation,10.38,Male,Mutamba
2022-06,Bongo,Grooming,11.58,Male,Mutamba
2022-06,Bongo,Human Interaction,0.24,Male,Mutamba
2022-06,Bongo,Inactivity,57.28,Male,Mutamba
2022-06,Bongo,Locomotion,14.08,Male,Mutamba
2022-06,Bongo,Manipulation,0.36,Male,Mutamba
2022-06,Bongo,Self directed,2.15,Male,Mutamba
2022-06,Bongo,Social Play,0.72,Male,Mutamba
2022-06,Bongo,Socio Sexual,0.12,Male,Mutamba
2022-06,Cheeta,Abnormal,3.07,Female,Bilinga
2022-06,Cheeta,Affiliative,2.68,Female,Bilinga
2022-06,Cheeta,Alimentation,6.9,Female,Bilinga
2022-06,Cheeta,Grooming,1.72,Female,Bilinga
2022-06,Cheeta,Human Interaction,0.38,Female,Bilinga
2022-06,Cheeta,Inactivity,73.75,Female,Bilinga
2022-06,Cheeta,Locomotion,4.02,Female,Bilinga
2022-06,Cheeta,Manipulation,0.57,Female,Bilinga
2022-06,Cheeta,Self directed,6.51,Female,Bilinga
2022-06,Cheeta,Social Play,0.19,Female,Bilinga
2022-06,Cheeta,Socio Sexual,0.19,Female,Bilinga
2022-06,Coco,Abnormal,6.85,Female,Bilinga
2022-06,Coco,Affiliative,3.87,Female,Bilinga
2022-06,Coco,Alimentation,16.07,Female,Bilinga
2022-06,Coco,Grooming,6.25,Female,Bilinga
2022-06,Coco,Human Interaction,0.6,Female,Bilinga
2022-06,Coco,Inactivity,56.55,Female,Bilinga
2022-06,Coco,Locomotion,6.85,Female,Bilinga
2022-06,Coco,Manipulation,0.6,Female,Bilinga
2022-06,Coco,Self directed,2.08,Female,Bilinga
2022-06,Coco,Socio Sexual,0.3,Female,Bilinga
2022-06,Juanito,Abnormal,4.08,Male,Mutamba
2022-06,Juanito,Affiliative,3.31,Male,Mutamba
2022-06,Juanito,Agonistic,0.25,Male,Mutamba
2022-06,Juanito,Alimentation,9.81,Male,Mutamba
2022-06,Juanito,Grooming,22.8,Male,Mutamba
2022-06,Juanito,Human Interaction,0.25,Male,Mutamba
2022-06,Juanito,Inactivity,51.34,Male,Mutamba
2022-06,Juanito,Locomotion,5.48,Male,Mutamba
2022-06,Juanito,Self directed,2.42,Male,Mutamba
2022-06,Juanito,Social Play,0.13,Male,Mutamba
2022-06,Juanito,Socio Sexual,0.13,Male,Mutamba
2022-06,Marco,Affiliative,2.45,Male,Mutamba
2022-06,Marco,Agonistic,0.24,Male,Mutamba
2022-06,Marco,Alimentation,20.56,Male,Mutamba
2022-06,Marco,Grooming,4.77,Male,Mutamba
2022-06,Marco,Human Interaction,0.12,Male,Mutamba
2022-06,Marco,Inactivity,57.65,Male,Mutamba
2022-06,Marco,Locomotion,10.53,Male,Mutamba
2022-06,Marco,Manipulation,0.24,Male,Mutamba
2022-06,Marco,Self directed,2.57,Male,Mutamba
2022-06,Marco,Social Play,0.24,Male,Mutamba
2022-06,Marco,Socio Sexual,0.61,Male,Mutamba
2022-06,Nico,Affiliative,1.61,Male,Bilinga
2022-06,Nico,Agonistic,0.27,Male,Bilinga
2022-06,Nico,Alimentation,11.56,Male,Bilinga
2022-06,Nico,Grooming,2.69,Male,Bilinga
2022-06,Nico,Human Interaction,3.23,Male,Bilinga
2022-06,Nico,Inactivity,57.53,Male,Bilinga
2022-06,Nico,Locomotion,15.59,Male,Bilinga
2022-06,Nico,Manipulation,0.27,Male,Bilinga
2022-06,Nico,Self directed,6.72,Male,Bilinga
2022-06,Nico,Social Play,0.27,Male,Bilinga
2022-06,Nico,Socio Sexual,0.27,Male,Bilinga
2022-06,Tico,Abnormal,8.57,Male,Bilinga
2022-06,Tico,Affiliative,0.48,Male,Bilinga
2022-06,Tico,Agonistic,0.16,Male,Bilinga
2022-06,Tico,Alimentation,5.24,Male,Bilinga
2022-06,Tico,Human Interaction,1.59,Male,Bilinga
2022-06,Tico,Inactivity,70.32,Male,Bilinga
2022-06,Tico,Locomotion,3.81,Male,Bilinga
2022-06,Tico,Manipulation,1.9,Male,Bilinga
2022-06,Tico,Self directed,7.94,Male,Bilinga
2022-06,Tom,Abnormal,0.18,Male,Bilinga
2022-06,Tom,Affiliative,0.36,Male,Bilinga
2022-06,Tom,Agonistic,0.36,Male,Bilinga
2022-06,Tom,Alimentation,8.11,Male,Bilinga
2022-06,Tom,Grooming,1.62,Male,Bilinga
2022-06,Tom,Human Interaction,1.26,Male,Bilinga
2022-06,Tom,Inactivity,75.14,Male,Bilinga
2022-06,Tom,Locomotion,6.67,Male,Bilinga
2022-06,Tom,Manipulation,0.36,Male,Bilinga
2022-06,Tom,Self directed,5.77,Male,Bilinga
2022-06,Tom,Socio Sexual,0.18,Male,Bilinga
2022-06,Victor,Abnormal,2.7,Male,Bilinga
2022-06,Victor,Alimentation,11.66,Male,Bilinga
2022-06,Victor,Grooming,0.51,Male,Bilinga
2022-06,Victor,Human Interaction,0.17,Male,Bilinga
2022-06,Victor,Inactivity,73.82,Male,Bilinga
2022-06,Victor,Locomotion,4.05,Male,Bilinga
2022-06,Victor,Manipulation,1.01,Male,Bilinga
2022-06,Victor,Self directed,6.08,Male,Bilinga
2022-06,Waty,Affiliative,5.04,Female,Mutamba
2022-06,Waty,Alimentation,12.81,Female,Mutamba
2022-06,Waty,Grooming,20.03,Female,Mutamba
2022-06,Waty,Human Interaction,1.63,Female,Mutamba
2022-06,Waty,Inactivity,50.0,Female,Mutamba
2022-06,Waty,Locomotion,6.13,Female,Mutamba
2022-06,Waty,Manipulation,1.09,Female,Mutamba
2022-06,Waty,Self directed,2.72,Female,Mutamba
2022-06,Waty,Social Play,0.27,Female,Mutamba
2022-06,Waty,Socio Sexual,0.27,Female,Mutamba
2022-07,Africa,Abnormal,11.19,Female,Mutamba
2022-07,Africa,Affiliative,3.34,Female,Mutamba
2022-07,Africa,Agonistic,0.12,Female,Mutamba
2022-07,Africa,Alimentation,6.69,Female,Mutamba
2022-07,Africa,Grooming,4.96,Female,Mutamba
2022-07,Africa,Human Interaction,0.35,Female,Mutamba
2022-07,Africa,Inactivity,54.44,Female,Mutamba
2022-07,Africa,Locomotion,2.77,Female,Mutamba
2022-07,Africa,Manipulation,1.38,Female,Mutamba
2022-07,Africa,Self directed,14.42,Female,Mutamba
2022-07,Africa,Socio Sexual,0.35,Female,Mutamba
2022-07,Bongo,Abnormal,0.28,Male,Mutamba
2022-07,Bongo,Affiliative,2.06,Male,Mutamba
2022-07,Bongo,Agonistic,1.03,Male,Mutamba
2022-07,Bongo,Alimentation,7.13,Male,Mutamba
2022-07,Bongo,Grooming,5.16,Male,Mutamba
2022-07,Bongo,Human Interaction,1.41,Male,Mutamba
2022-07,Bongo,Inactivity,65.1,Male,Mutamba
2022-07,Bongo,Locomotion,13.13,Male,Mutamba
2022-07,Bongo,Manipulation,0.38,Male,Mutamba
2022-07,Bongo,Self directed,4.22,Male,Mutamba
2022-07,Bongo,Socio Sexual,0.09,Male,Mutamba
2022-07,Cheeta,Abnormal,7.93,Female,Bilinga
2022-07,Cheeta,Affiliative,0.82,Female,Bilinga
2022-07,Cheeta,Alimentation,7.86,Female,Bilinga
2022-07,Cheeta,Grooming,0.82,Female,Bilinga
2022-07,Cheeta,Human Interaction,0.22,Female,Bilinga
2022-07,Cheeta,Inactivity,69.09,Female,Bilinga
2022-07,Cheeta,Locomotion,4.0,Female,Bilinga
2022-07,Cheeta,Manipulation,0.52,Female,Bilinga
2022-07,Cheeta,Self directed,8.6,Female,Bilinga
2022-07,Cheeta,Socio Sexual,0.15,Female,Bilinga
2022-07,Coco,Abnormal,6.26,Female,Bilinga
2022-07,Coco,Affiliative,3.07,Female,Bilinga
2022-07,Coco,Alimentation,11.31,Female,Bilinga
2022-07,Coco,Grooming,5.6,Female,Bilinga
2022-07,Coco,Human Interaction,1.54,Female,Bilinga
2022-07,Coco,Inactivity,60.7,Female,Bilinga
2022-07,Coco,Locomotion,7.14,Female,Bilinga
2022-07,Coco,Manipulation,0.55,Female,Bilinga
2022-07,Coco,Self directed,3.07,Female,Bilinga
2022-07,Coco,Socio Sexual,0.77,Female,Bilinga
2022-07,Juanito,Abnormal,5.62,Male,Mutamba
2022-07,Juanito,Affiliative,2.6,Male,Mutamba
2022-07,Juanito,Agonistic,0.73,Male,Mutamba
2022-07,Juanito,Alimentation,11.35,Male,Mutamba
2022-07,Juanito,Grooming,6.98,Male,Mutamba
2022-07,Juanito,Human Interaction,0.73,Male,Mutamba
2022-07,Juanito,Inactivity,57.08,Male,Mutamba
2022-07,Juanito,Locomotion,9.79,Male,Mutamba
2022-07,Juanito,Manipulation,0.31,Male,Mutamba
2022-07,Juanito,Self directed,4.58,Male,Mutamba
2022-07,Juanito,Socio Sexual,0.21,Male,Mutamba
2022-07,Marco,Abnormal,0.09,Male,Mutamba
2022-07,Marco,Affiliative,2.85,Male,Mutamba
2022-07,Marco,Agonistic,0.18,Male,Mutamba
2022-07,Marco,Alimentation,17.57,Male,Mutamba
2022-07,Marco,Grooming,4.6,Male,Mutamba
2022-07,Marco,Human Interaction,0.74,Male,Mutamba
2022-07,Marco,Inactivity,54.83,Male,Mutamba
2022-07,Marco,Locomotion,12.14,Male,Mutamba
2022-07,Marco,Manipulation,1.93,Male,Mutamba
2022-07,Marco,Self directed,4.88,Male,Mutamba
2022-07,Marco,Social Play,0.18,Male,Mutamba
2022-07,Nico,Abnormal,1.52,Male,Bilinga
2022-07,Nico,Affiliative,1.14,Male,Bilinga
2022-07,Nico,Agonistic,0.19,Male,Bilinga
2022-07,Nico,Alimentation,8.0,Male,Bilinga
2022-07,Nico,Grooming,2.57,Male,Bilinga
2022-07,Nico,Human Interaction,1.62,Male,Bilinga
2022-07,Nico,Inactivity,61.24,Male,Bilinga
2022-07,Nico,Locomotion,11.62,Male,Bilinga
2022-07,Nico,Manipulation,1.52,Male,Bilinga
2022-07,Nico,Self directed,10.57,Male,Bilinga
2022-07,Suzie,Self directed,100.0,Female,Sugus
2022-07,Tico,Abnormal,1.36,Male,Bilinga
2022-07,Tico,Affiliative,0.26,Male,Bilinga
2022-07,Tico,Alimentation,4.48,Male,Bilinga
2022-07,Tico,Grooming,0.13,Male,Bilinga
2022-07,Tico,Human Interaction,1.23,Male,Bilinga
2022-07,Tico,Inactivity,78.62,Male,Bilinga
2022-07,Tico,Locomotion,2.66,Male,Bilinga
2022-07,Tico,Manipulation,2.01,Male,Bilinga
2022-07,Tico,Self directed,9.23,Male,Bilinga
2022-07,Tom,Abnormal,0.5,Male,Bilinga
2022-07,Tom,Affiliative,1.73,Male,Bilinga
2022-07,Tom,Agonistic,0.14,Male,Bilinga
2022-07,Tom,Alimentation,5.34,Male,Bilinga
2022-07,Tom,Grooming,1.87,Male,Bilinga
2022-07,Tom,Human Interaction,1.73,Male,Bilinga
2022-07,Tom,Inactivity,72.1,Male,Bilinga
2022-07,Tom,Locomotion,3.39,Male,Bilinga
2022-07,Tom,Manipulation,0.29,Male,Bilinga
2022-07,Tom,Self directed,12.04,Male,Bilinga
2022-07,Tom,Social Play,0.22,Male,Bilinga
2022-07,Tom,Socio Sexual,0.65,Male,Bilinga
